series_name,episode_name,episode_number,episode_season,rating,total_votes,description
Friends,The One with the Girl Who Hits Joey,15,5,8.4,4618,"
Ross makes enemies out of his new neighbors. Chandler freaks out about his relationship with Monica. Joey dates a girl who likes to playfully punch him but she doesn't realize she punches him too hard and Joey is reluctant to tell her.    "
Friends,The One with the Cop,16,5,8.5,4762,"
Joey has a dream about Monica and becomes convinced he is in love with her. Meanwhile, Phoebe finds a police badge in Central Perk, and Ross tries to get his new sofa into his apartment.    "
Friends,The One with Rachel's Inadvertent Kiss,17,5,8.3,4426,"
Rachel has an awkward encounter when she interviews for a new job. Monica becomes jealous of Phoebe and Gary. Joey searches for a 'hot girl' in Ross's building.    "
Friends,The One Where Rachel Smokes,18,5,7.8,4307,"
Rachel takes up smoking to feel more included at work. Joey auditions for a soup commercial with Ross's son Ben, but they end up competing against each other. Monica and Phoebe plan Rachel's surprise birthday party one month in advance.    "
Friends,The One Where Ross Can't Flirt,19,5,8.6,4762,"
As Joey's grandmother visits to watch him on TV, Ross has trouble flirting with the pizza delivery girl, and Rachel tries to find an earring of Monica's that she has misplaced.    "
Friends,The One with the Ride Along,20,5,8.1,4298,"
The guys go on a ride-along with Gary. Rachel accidentally deletes a message from Emily on Ross's answering machine.    "
Friends,The One with the Ball,21,5,8.3,4460,"
Gary asks Phoebe to move in with him but she's reluctant to and to overcome boredom, Ross and Joey start throwing a ball to each other. Rachel buys an expensive cat but it doesn't behave as she hoped it would.    "
Friends,The One with Joey's Big Break,22,5,8.1,4256,"
Joey drives to Las Vegas to shoot a new movie where he is in the lead role. Rachel gets an eye infection but is reluctant to seek treatment because of her eye phobia. Phoebe is mad at Ross, but doesn't know why.    "
Friends,The One in Vegas: Part 1,23,5,8.7,4840,"
The gang go to Las Vegas to visit Joey. Chandler is angry when he finds out Monica had lunch with Richard. Ross and Rachel try to embarrass each other after an awkward encounter.    "
Friends,The One in Vegas: Part 2,24,5,9,5473,"
Chandler and Monica reconcile and hastily decide to get married. Ross and Rachel get drunk and roam the casino. Phoebe deals with a 'lurker' on the slot machines.    "
Friends,The One After Vegas,1,6,8.6,4729,"
Ross and Rachel deal with the aftermath of their drunken escapade. Phoebe and Joey take a road trip back to New York in Phoebe's grandmother's cab. Monica and Chandler ponder the idea of marriage.    "
Friends,The One Where Ross Hugs Rachel,2,6,8,4282,"
Monica and Chandler try to tell Rachel and Joey that they're moving in together. Phoebe thinks that Ross didn't get the annulment because he still loves Rachel.    "
Friends,The One with Ross's Denial,3,6,8,4225,"
Ross tries to deny he still has feelings for Rachel. Joey interviews for a new roommate. Monica and Chandler argue over what to do with the spare room when they move in together.    "
Friends,The One Where Joey Loses His Insurance,4,6,8.4,4412,"
Joey's health benefits lapse just as he develops a hernia. Ross is given a professorship at NYU and eager to impress his students, he puts on a fake English accent.    "
Friends,The One with Joey's Porsche,5,6,8,4303,"
Ross and Rachel try to get an annulment, Joey finds the keys to a porsche in Central Perk, and Phoebe, Monica and Chandler babysit the triplets.    "
Friends,The One on the Last Night,6,6,8.4,4359,"
On the last night before Chandler and Monica move in together, Monica and Rachel argue, and Chandler tries to give Joey money to help him pay the bills.    "
Friends,The One Where Phoebe Runs,7,6,8.2,4371,"
Rachel is embarrassed by Phoebe's odd running style. Joey gets a new roommate. Chandler tries to impress Monica by cleaning the apartment but forgets how everything is supposed to look.    "
Friends,The One with Ross' Teeth,8,6,8.3,4544,"
Ross goes too far while trying to impress a date by over-whitening his teeth. Rachel uses gossip to get her boss to like her after Phoebe supposedly makes out with Ralph Lauren.    "
Friends,The One Where Ross Got High,9,6,9.1,6159,"
Ross is forced to reveal the reason why Jack and Judy don't like Chandler. Rachel tries to make dessert for the gang. Joey and Ross try to get out of Thanksgiving when they are invited to hang out with Janine and her dancer friends.    "
Friends,The One with the Routine,10,6,8.5,4690,"
On the set of ""Dick Clark's New Year's Rockin' Eve"", Joey tries to kiss Janine at midnight and Monica and Ross resurrect their dance routine from high school. Meanwhile, Rachel, Phoebe and Chandler look for Monica's Christmas presents.    "
Friends,The One with the Apothecary Table,11,6,7.9,4278,"
Joey is caught in the middle when Janine tells him she doesn't like Monica and Chandler. Meanwhile, Rachel buys an apothecary table from a store that Phoebe hates.    "
Friends,The One with the Joke,12,6,7.8,4208,"
Chandler and Ross argue over a joke. Meanwhile, Joey reluctantly takes a waiter job at Central Perk, and Monica becomes annoyed when Phoebe says she would choose Rachel over her as a girlfriend.    "
Friends,The One with Rachel's Sister,13,6,8.1,4379,"
Rachel's younger sister arrives in New York and goes on a date with Ross. Meanwhile, Monica won't admit that she is sick.    "
Friends,The One Where Chandler Can't Cry,14,6,8.4,4433,"
Rachel tries to end the spark between Ross and Jill. When Chandler admits that he can't cry, Monica tries to make it happen. The gang discovers that Phoebe's sister, Ursula, is a porn star and is using Phoebe's name.    "
Friends,The One That Could Have Been,15,6,8.3,4588,"
Barry and Mindy's impending divorce prompts the gang to fantasize about what their lives might be like if they'd all taken different courses.    "
Friends,The One That Could Have Been,16,6,8.4,4494,"
The gang continue to think about how different their lives could have been.    "
Friends,The One with Unagi,17,6,9,6032,"
Rachel and Phoebe take self-defense classes. Chandler and Monica agree to give each other homemade presents for Valentine's Day. Joey tries to get money through medical research.    "
Friends,The One Where Ross Dates a Student,18,6,8.2,4253,"
Ross jeopardizes his career when he starts dating a student from one of his palaeontology classes. Rachel and Phoebe's apartment catches fire.    "
Friends,The One with Joey's Fridge,19,6,8.1,4319,"
Joey tries to get everyone to pay for his broken fridge. Ross becomes paranoid when Elizabeth makes plans for spring break. Monica and Chandler compete against Phoebe to find Rachel a date.    "
Friends,The One with Mac and C.H.E.E.S.E.,20,6,7.2,4568,"
Chandler forgets to write down a message for Joey when the time of his audition for the lead in a TV show is changed.    "
Friends,The One Where Ross Meets Elizabeth's Dad,21,6,8.5,4525,"
Elizabeth's father takes an instant disliking to Ross. Joey almost gets fired from ""Mac and C.H.E.E.S.E."" after offending the operator of the robot. Phoebe writes a book based on Monica and Chandler.    "
Friends,The One Where Paul's the Man,22,6,8.9,5183,"
Paul threatens to have Ross fired from the university if he continues to date Elizabeth. The girls put their names down on a waiting list for a wedding venue.    "
Friends,The One with the Ring,23,6,8.4,4381,"
Chandler and Phoebe go looking for an engagement ring for Monica. Rachel tries to get Paul to open up to her.    "
Friends,The One with the Proposal,24,6,8.6,4529,"
Chandler's plan to propose to Monica at dinner is interrupted by Richard. Joey accidentally buys a boat at a silent auction. Ross and Elizabeth's relationship comes to a crossroad.    "
Friends,The One with the Proposal,25,6,9.2,6193,"
Chandler continues to pretend to hate the idea of marriage, unaware Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans.    "
Friends,The One with Monica's Thunder,1,7,8.3,4493,"
The gang celebrate Monica and Chandler's engagement, however Ross and Rachel upstage them by briefly reuniting. Joey tries to dress and act like a nineteen-year-old for an audition.    "
Friends,The One with Rachel's Book,2,7,8.2,4177,"
Monica learns her parents have spent her entire wedding fund. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. Joey mocks Rachel when he finds an erotic novel she is reading.    "
Friends,The One with Phoebe's Cookies,3,7,8,4152,"
Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack.    "
Friends,The One with Rachel's Assistant,4,7,7.9,4170,"
Chaos ensues when Monica and Chandler decide to share each other's secrets. Rachel gets a promotion and interviews for an assistant. Joey is offered the chance to go back on ""Days of Our Lives"".    "
Friends,The One with the Engagement Picture,5,7,7.9,4133,"
Chandler struggles to photograph well for his and Monica's engagement picture. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Phoebe and Ross date a couple who are divorcing.    "
Friends,The One with the Nap Partners,6,7,8.7,4917,"
Joey and Ross accidentally take a nap together - and much to their dismay, find that they like it. Phoebe and Rachel compete to become Monica's maid of honor.    "
Friends,The One with Ross's Library Book,7,7,8.3,4227,"
Ross and Chandler discovers that Ross's book is in the section of the library where students go to have sex. Monica and Chandler run into Janice and she immediately invites herself to the wedding. They try to avoid her. Meanwhile, Rachel and Phoebe befriend Joey's girlfriend.    "
Friends,The One Where Chandler Doesn't Like Dogs,8,7,8,4121,"
Ross struggles to name all 50 states in a game. Joey compromises Rachel's chances with her crush, Tag, during Thanksgiving dinner. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous.    "
Friends,The One with All the Candy,9,7,8,4082,"
Monica makes candy to get to know her neighbours, Rachel and Tag try to hide their relationship at work and Ross buys Phoebe a bike.    "
Friends,The One with the Holiday Armadillo,10,7,8.4,4509,"
Ross wants to introduce Ben to Hanukkah. In order to entice Rachel to move back into their refurbished apartment, Phoebe must drive a wedge between Rachel and current roomie Joey.    "
Friends,The One with All the Cheesecakes,11,7,8.4,4364,"
Chandler refuses to give back a cheesecake accidentally delivered to his apartment; Phoebe gets angry with Joey when he blows off dinner with her for a date.    "
Friends,The One Where They're Up All Night,12,7,8.5,4440,"
After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night.    "
Friends,The One Where Rosita Dies,13,7,8.3,4182,"
Rachel breaks Joey's armchair. Phoebe takes a temp job in a call centre. Ross and Monica find out their parents are selling their childhood home.    "
Friends,The One Where They All Turn Thirty,14,7,8.4,4438,"
Rachel's 30th birthday prompts the rest of the gang to reminisce about their own 30th celebrations.    "
Friends,The One with Joey's New Brain,15,7,8.3,4296,"
Joey's character on Days of Our Lives is awakened from his coma with a brain transplant from one of the show's most legendary characters. Ross practices the bagpipes for Monica and Chandler's wedding.    "
Friends,The One with the Truth About London,16,7,8.6,4465,"
Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes.    "
Friends,The One with the Cheap Wedding Dress,17,7,8.2,4105,"
Monica has to decide between her wedding dress and the band Chandler wants for the wedding. Joey and Ross date the same girl, and they both try to fight for her attention.    "
Friends,The One with Joey's Award,18,7,8.2,4164,"
Joey is nominated for a Soapy Award for his part on Days of Our Lives and Rachel is his date to the ceremony. Joey doesn't win the award but takes someone else's award home. Rachel convinces him to take it back because he can't be happy with an award he didn't win. One of Ross' students failed the midterms because he is in love with Ross and can't concentrate in class so Ross changes his grade. But now more students come to Ross pretending to be in love with him in order to get a better grade. When Rachel and Joey take the Soapy back the real winner just throws it ...    "
Friends,The One with Ross and Monica's Cousin,19,7,8.6,4621,"
Joey auditions for a naked role in a big movie; Rachel and Phoebe plan Monica's wedding shower; Ross becomes attracted to his cousin after she visits.    "
Friends,The One with Rachel's Big Kiss,20,7,8.2,4287,"
Rachel's college friend can't remember a scandalous kiss from the past; Chandler and Ross argue for possession of Val Kilmer's tuxedo.    "
Friends,The One with the Vows,21,7,7.2,4186,"
Monica and Chandler are getting married in four weeks and have to write their vows, but neither has a clue what to say, so they reflect on their past.    "
Friends,The One with Chandler's Dad,22,7,8.2,4224,"
Ross and Rachel hit the freeway together when Monica's Porsche shows up again; Chandler and Monica go off to Vegas to find Chandler's estranged dad.    "
Friends,The One with Monica and Chandler's Wedding: Part 1,23,7,8.7,4710,"
So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines.    "
Friends,The One with Monica and Chandler's Wedding: Part 2,24,7,9.1,5327,"
Ross tries to find Chandler with Phoebe's help. Meanwhile Rachel tries to hinder Monica.    "
Friends,The One After I Do,1,8,8.6,4498,"
The gang learns that Rachel is pregnant; Joey tries to impress a Broadway director who's dating Chandler's mom; Chandler's shoes make it hard for him to dance.    "
Friends,The One with the Red Sweater,2,8,9,5220,"
Monica, Phoebe and Joey advise Rachel to tell the father about the pregnancy. Chandler and Ross lose the wedding photos.    "
Friends,The One Where Rachel Tells...,3,8,8.6,4255,"
Even on their honeymoon, Monica is pushy, and is annoyed that Chandler won't jump the line at the airport check-in - especially after the couple in front of them, also on their honeymoon, get bumped up to first class. They try to sneak into the first-class lounge, but are caught - but she at least manages to steal an orange. Joey and Phoebe find that Monica and Chandler have tricked them out of the keys to the master apartment; Joey hopes a false gas leak alert will make super Treeger use his key, but he makes a fireman use an axe, and the wrecked door calls for a big...    "
Friends,The One with the Videotape,4,8,9.2,6067,"
Ross and Rachel tell everyone about the night they were together. They have two different stories of how it happened until Ross accidentally reveals that he videotaped it. Not surprisingly, everyone wants to see it.    "
Friends,The One with Rachel's Date,5,8,7.9,4082,"
Phoebe dates Monica's sous-chef Tim and Monica doesn't fire him for Phoebe's sake. When Phoebe decides to dump Tim, Monica can finally fire him. Rachel has a date with Kash, a co-star on Days of Our Lives. Ross thinks it's weird because whoever takes Rachel out, takes his baby out too. He always pictured that his next child would grow up in a happy family. Rachel's date was terrible because she made the mistake of mentioning she was pregnant. Ross reassures her it isn't so bad because when she has the baby she will love someone more than she ever loved anyone.    "
Friends,The One with the Halloween Party,6,8,8.4,4440,"
Monica and Chandler decide to throw a Halloween party; Phoebe runs into Ursula and her fiancée, who knows nothing about the ""real"" Ursula.    "
Friends,The One with the Stain,7,8,7.7,4140,"
Chandler hires a maid, whom Monica suspects is stealing her clothing; Eric has trouble forgetting Ursula when he breaks up with her to date Phoebe.    "
Friends,The One with the Stripper,8,8,8.6,4612,"
Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Rachel takes Phoebe along to dinner with Rachel's dad, because she is afraid her dad will be really angry when she tells him she's pregnant. Mr. Green is delighted to hear he will be a grandfather, but freaks out when he finds out that Rachel isn't getting married - so she just tells him that Ross won't marry her. Monica feels bad about having had a bachelorette party, so she organizes a bachelor party including a stripper for ...    "
Friends,The One with the Rumor,9,8,9.2,7420,"
Monica invites Will, an old school friend of her and Ross over for Thanksgiving dinner, unaware he isn't too fond of Rachel.    "
Friends,The One with Monica's Boots,10,8,7.9,4125,"
Monica's expensive new boots hurt her feet, but she's determined to prove to Chandler that her purchase was worth it; Ben goes to school with Sting's son.    "
Friends,The One with Ross's Step Forward,11,8,7.8,3959,"
Ross' new girlfriend orders Christmas cards with a photo of them on the cover.    "
Friends,The One Where Joey Dates Rachel,12,8,8.4,4316,"
Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; gang addicted to Ms. Pac-Man.    "
Friends,The One Where Chandler Takes a Bath,13,8,8.4,4201,"
Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.    "
Friends,The One with the Secret Closet,14,8,8.1,3987,"
Chandler's very curious about a locked closet, but Monica won't tell him what is inside.    "
Friends,The One with the Birthing Video,15,8,8.2,3966,"
During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video. Ross hides from Mona that Rachel is now living in his apartment    "
Friends,The One Where Joey Tells Rachel,16,8,8.1,4044,"
Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she thinks is Monica's soul-mate and introduces Don to Monica to see what will happen. Monica and Don get along perfectly. Ross goes to tell Joey that he doesn't hate him and Joey promises to never act on his feelings for Rachel because he won't jeopardize his friendship to Ross. But when Ross realizes that Joey really is in love for the first time he tells Joey to tell Rachel. When Joey ...    "
Friends,The One with the Tea Leaves,17,8,7.9,3978,"
Chandler and Monica are happy together - their worst problem is his habit to put CDs in the wrong box and their different taste in music. Rachel is desperate to get back on good terms with Joey, so she takes Monica's advice to change the subject to something work-related. However in another uncomfortable conversation she manages to convince Joey that her boss, Mr. Zelner, wants to buy her baby. When Phoebe resumes reading tea leaves, she sees that she'll meet the man of her dreams soon, and takes that to be Jim, who she keeps bumping into. However she soon finds he ...    "
Friends,The One in Massapequa,18,8,8,4033,"
Everyone prepares for the Gellers' 35th wedding anniversary in Long Island; Monica struggles to prepare the perfect toast; Phoebe invites her new boyfriend Parker.    "
Friends,The One with Joey's Interview,19,8,7.2,4150,"
Joey prepares for his epic interview with Soap Opera Digest, reminiscing about his past acting experiences, his friends and his romantic life.    "
Friends,The One with the Baby Shower,20,8,8.1,4033,"
Monica and Phoebe throw Rachel a baby shower but forget to invite Rachel's mom. Rachel realizes she has no idea how to look after the baby after the birth. Meanwhile, Joey auditions for a job as a host for a new game show called ""Bamboozled"", and Chandler and Ross help him practice.    "
Friends,The One with the Cooking Class,21,8,8,4018,"
Monica's restaurant get a bad review. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross hits it off with a woman at the baby department store.    "
Friends,The One Where Rachel Is Late,22,8,8.2,3964,"
Monica and Phoebe bet on when Rachel's baby will be born as the due date comes and goes as Rachel becomes extremely irritable; Chandler falls asleep at Joey's big movie premiere.    "
Friends,The One Where Rachel Has a Baby: Part 1,23,8,8.7,4325,"
Ross and Rachel go to the hospital to have their baby, but it's a long labor. They get stuck in a semi-private room, and many other couples come and go before Rachel is ready to deliver - the last couple being Janice and her new husband. Chandler and Monica decide to start trying to have a baby.    "
Friends,The One Where Rachel Has a Baby: Part 2,24,8,8.8,4654,"
After Rachel gives birth to her baby, she must confront relationship issues around her.    "
Friends,The One Where No One Proposes,1,9,8.5,4409,"
Rachel, Ross and Joey get together in a guyand figure out that no one was actually going to propose; Mr. Geller walks in on Monica and Chandler having sex.    "
Friends,The One Where Emma Cries,2,9,8.4,4395,"
Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office.    "
Friends,The One with the Pediatrician,3,9,8.1,4070,"
Joey arranges a blind date for Phoebe. Chandler is leaving for Tulsa without Monica, because she has got a great job offer.    "
Friends,The One with the Sharks,4,9,8,4099,"
Monica thinks Chandler is aroused by shark documentaries.    "
Friends,The One with Phoebe's Birthday Dinner,5,9,8.3,4204,"
Phoebe will celebrate her birthday by having a dinner with her friends at a fancy restaurant. But everybody is late to the dinner, due to a series of problems.    "
Friends,The One with the Male Nanny,6,9,8.2,4390,"
Looking for a new nanny, Ross and Rachel hire a male nanny named Sandy. Monica tells Chandler that a guy at work is the funniest guy she has ever met.    "
Friends,The One with Ross's Inappropriate Song,7,9,8.5,4395,"
Ross finds a way to make Emma laugh - singing ""Baby Got Back."" Meanwhile, Phoebe meets Mike's parents, and Joey and Chandler find a video tape in Richard's apartment.    "
Friends,The One with Rachel's Other Sister,8,9,8.7,4869,"
Rachel's middle sister shows up at Thanksgiving and causes arguments amongst the gang.    "
Friends,The One with Rachel's Phone Number,9,9,8,4033,"
Rachel is ready to start hanging out again. She and Phoebe go to a bar, where they meet two guys.    "
Friends,The One with Christmas in Tulsa,10,9,7.2,4165,"
Chandler must spend Christmas in Tulsa, which Monica thinks he might have an affair with a former Miss Oklahoma runner-up while he is there. Chandler comes home early to announce that he quit his job.    "
Friends,The One Where Rachel Goes Back to Work,11,9,7.8,3897,"
Chandler starts looking for a job and is anxious about having a baby, Rachel decides to go back to work, and Phoebe works as an extra on Joey's show.    "
Friends,The One with Phoebe's Rats,12,9,7.7,4020,"
Ross makes Joey stay away from their new nanny. Mike accidentally kills Phoebe's rat. Gavin gives Rachel a scarf and a kiss for her birthday.    "
Friends,The One Where Monica Sings,13,9,8,3991,"
A night at Mike's piano bar gives Monica a very showy moment in the spotlight; Chandler employs his secret skill to repair Joey's botched eyebrow-waxing job.    "
Friends,The One with the Blind Dates,14,9,8,3932,"
Phoebe and Joey purposely set Ross and Rachel up on bad dates in the hopes they'll get back together. Monica and Chandler babysit Emma.    "
Friends,The One with the Mugging,15,9,8.2,3953,"
Joey gets a part in a stage-play in a painful way. Ross and Phoebe are mugged outside Central Perk, Phoebe realizes that she mugged Ross 18 years ago. Chandler starts his new career as advertising writer.    "
Friends,The One with the Boob Job,16,9,8,3862,"
When Monica and Chandler both ask Joey for money not wanting the other to know why they are asking for it, Chandler sees that Joey gave money to Monica. Joey makes up that Monica is getting a boob job. Phoebe asks Mike to move in with her, but decides not to when she and Mike argue about their future. Rachel attempts to baby-proof the apartment, but makes Joey go insane when he can't open anything.    "
Friends,The One with the Memorial Service,17,9,8.3,4030,"
When Chandler and Ross joke around on their college website, Ross is accused of being dead which leads to the fact that he was not popular in college. Joey is not willing to give his favorite stuffed animal, Hugsy, to Emma. Monica helps Phoebe not call Mike.    "
Friends,The One with the Lottery,18,9,8.5,4171,"
Hoping to win a huge jackpot, the friends pool their money and buy dozens of lottery tickets. However, they bicker over how to spend the fortune if they win, and Monica irritates everyone else by buying tickets just for her and Chandler.    "
Friends,The One with Rachel's Dream,19,9,8,3906,"
Joey is insecure now his Days of Our Lives character Dr. Drake Ramore is getting real dialog, so he asks Rachel to come along to the set, which she loves enough to get romantic dreams, but about Drake, Joey or both? Monica's fancy restaurant Javu is doing great, so she's flat out, too badly to accept joining Chandler on a surprise trip he booked to Vermont. When Phoebe comes sing her gross songs outside Javu, Monica tries to tell her nicely it's inappropriate, lacking style, but Phoebe just gets fancier dress; once told the truth, she starts a nasty row... Meanwhile ...    "
Friends,The One with the Soap Opera Party,20,9,8.1,3930,"
Joey throws a cast party on the roof of his building where he ends up making out with an attractive professor that Ross had a crush on.    "
Friends,The One with the Fertility Test,21,9,8.1,3836,"
Joey comes to Ross for advice on dating Charlie. Chandler and Monica bump into Janice at a fertility clinic. Rachel has a gift certificate for a massage which Phoebe doesn't want her to use.    "
Friends,The One with the Donor,22,9,7.6,3922,"
When Joey hears that his girlfriend Charlie is an insecure shopper, he volunteers expert Rachel, who dreads being alone with her, so she makes sure Phoebe comes along, by saying she needs a dazzling outfit for the party she's going to just to save face as her ex Mike is coming too. Gynecologist Dr. Connelly tells Chandler and Monica they should keep trying the natural way, but realistically consider a surrogate mother -a nightmare for Monica- or donor sperm insemination, so Chandler invites his 'perfectly eligible' colleague Zach for dinner; they scare him with ...    "
Friends,The One in Barbados,23,9,8.5,4498,"
To the other friends' fury, it keeps raining except during Ross's speech, which to their amazement is a big hit with the paleontologists. Joey's scientific ignorance decides Charlie to turn her favor to Ross, then they must flee the other academics who intend by tradition to throw the key note-speaker into the pool. Chandler and Phoebe knew better, but Mike accepts to play table tennis against ever-obsessive fluffy monster Monica; when she gets injured, Chandler jumps in and crushes Mike. Rachel can't hide her feelings for Joey anymore, so when he sees Ross and ...    "
Friends,The One After Joey and Rachel Kiss,1,10,8.4,4633,"
Joey and Ross both attempt to come clean to each other that they're dating Rachel and Charlie. Phoebe finds out Mike has another girlfriend.    "
Friends,The One Where Ross Is Fine,2,10,8.7,4997,"
Rachel and Joey fear for Ross's state of mind after he finds out about their relationship. Chandler and Monica visit some friends of Phoebe to get advice on adoption. Frank and the triplets come to visit.    "
Friends,The One with Ross's Tan,3,10,8.7,4845,"
Ross goes to a tanning salon but fails to follow the 'simple' instructions. Joey and Rachel struggle to make the transition from friends to lovers. Monica and Phoebe try to avoid an annoying woman that used to live in their building.    "
Friends,The One with the Cake,4,10,8.2,4235,"
On Emma's first birthday, Ross and Rachel convince everyone to delay their plans so they can attend her party, however plans go awry when Emma's birthday cake is revealed.    "
Friends,The One Where Rachel's Sister Babysits,5,10,8.1,4177,"
Rachel's sister Amy comes to visit and moves in with her and Joey. Phoebe constantly and accidentally ruins Mike's proposals. Joey struggles to write a letter of recommendation for Monica and Chandler's adoption agency.    "
Friends,The One with Ross' Grant,6,10,8,4229,"
Ross applies for a paleontology grant and finds out Charlie's ex-boyfriend reviews the applications. Monica and Rachel fight over who has to take Phoebe's ugly painting.    "
Friends,The One with the Home Study,7,10,8.1,4064,"
Monica and Chandler nervously prepare for a visit from an adoption worker. Phoebe and Mike keep changing their minds about donating their wedding money to charity. Ross fights Rachel's fear of swings.    "
Friends,The One with the Late Thanksgiving,8,10,8.8,4901,"
Joey, Ross, Rachel and Phoebe convince Monica and Chandler to host Thanksgiving, however the four of them end up arriving to dinner an hour late.    "
Friends,The One with the Birth Mother,9,10,8.5,4297,"
Nervous and excited, Monica and Chandler travel to Ohio to meet a young pregnant woman, Erica Simmons, who is considering allowing them to adopt her child when it's born.    "
Friends,The One Where Chandler Gets Caught,10,10,7.8,4124,"
Chandler and Monica have decided they want to raise their offspring in a suburban house and even find a perfect one in Westchester. Rachel and Phoebe see Chandler enter a car with his realtor, Nancy, and think he's cheating on Monica. After that misunderstanding is cleared, the other Friends are shocked the couple wants to leave Manhattan, and everybody starts reminiscing about living in New York as a gang, until Nancy calls about their bid on the house.    "
Friends,The One Where the Stripper Cries,11,10,8.9,5375,"
Old secrets come to light when Ross and Chandler attend a college reunion. Monica and Rachel throw Phoebe a bachelorette party. Joey appears as a celebrity partner on a game show.    "
Friends,The One with Phoebe's Wedding,12,10,8.8,4769,"
Chaos ensues as Phoebe and Mike prepare to get married.    "
Friends,The One Where Joey Speaks French,13,10,8.3,4530,"
Phoebe tries to teach Joey to speak French for an audition; Ross and Rachel head out to Long Island after her dad has a heart attack.    "
Friends,The One with Princess Consuela,14,10,8.5,4382,"
When Phoebe goes to get her name changed she realizes she can change it to anything she wants, so she changes it to Princess Consuela Banana Hammock, to Mike's displeasure. Chandler finds out that Monica never changed her last name. Monica and Chandler take Joey to their house to convince him it is a good move and he tries to find anything wrong with the house so they won't buy it. Rachel goes to a job interview at a restaurant but her current boss is sitting right beyond her, costing her her job at Ralph Lauren. When cleaning out her office, she bumps into Mark who ...    "
Friends,The One Where Estelle Dies,15,10,8.4,4133,"
Ross tries to get Rachel to go back to Ralph Lauren, Joey doesn't know that his agent has died, and Monica and Chandler bump into Janice.    "
Friends,The One with Rachel's Going Away Party,16,10,8.8,4776,"
The gang throws Rachel a goodbye party, during which she says goodbye to everybody individually.    "
Friends,The Last One,17,10,9.6,15631,"
Phoebe races Ross to the airport in a bid to stop Rachel from leaving for Paris. Monica and Chandler pack up their apartment ahead of their move to their new house, and Joey buys Chandler a new chick and duck as a leaving present.    "
Game of Thrones,Winter Is Coming,1,1,8.9,51094,"
Eddard Stark is torn between his family and an old friend when asked to serve at the side of King Robert Baratheon; Viserys plans to wed his sister to a nomadic warlord in exchange for an army.    "
Game of Thrones,The Kingsroad,2,1,8.6,38624,"
While Bran recovers from his fall, Ned takes only his daughters to King's Landing. Jon Snow goes with his uncle Benjen to the Wall. Tyrion joins them.    "
Game of Thrones,Lord Snow,3,1,8.5,36549,"
Jon begins his training with the Night's Watch; Ned confronts his past and future at King's Landing; Daenerys finds herself at odds with Viserys.    "
Game of Thrones,"Cripples, Bastards, and Broken Things",4,1,8.6,34764,"
Eddard investigates Jon Arryn's murder. Jon befriends Samwell Tarly, a coward who has come to join the Night's Watch.    "
Game of Thrones,The Wolf and the Lion,5,1,9,36131,"
Catelyn has captured Tyrion and plans to bring him to her sister, Lysa Arryn, at the Vale, to be tried for his, supposed, crimes against Bran. Robert plans to have Daenerys killed, but Eddard refuses to be a part of it and quits.    "
Game of Thrones,A Golden Crown,6,1,9.1,35719,"
While recovering from his battle with Jaime, Eddard is forced to run the kingdom while Robert goes hunting. Tyrion demands a trial by combat for his freedom. Viserys is losing his patience with Drogo.    "
Game of Thrones,You Win or You Die,7,1,9.1,36228,"
Robert has been injured while hunting and is dying. Jon and the others finally take their vows to the Night's Watch. A man, sent by Robert, is captured for trying to poison Daenerys. Furious, Drogo vows to attack the Seven Kingdoms.    "
Game of Thrones,The Pointy End,8,1,8.9,33905,"
The Lannisters press their advantage over the Starks; Robb rallies his father's northern allies and heads south to war; The White Walkers attack the Wall; Tyrion returns to his father with some new friends.    "
Game of Thrones,Baelor,9,1,9.6,47381,"
Robb goes to war against the Lannisters. Jon finds himself struggling on deciding if his place is with Robb or the Night's Watch. Drogo has fallen ill from a fresh battle wound. Daenerys is desperate to save him.    "
Game of Thrones,Fire and Blood,10,1,9.4,41620,"
Robb vows to get revenge on the Lannisters. Jon must officially decide if his place is with Robb or the Night's Watch. Daenerys says her final goodbye to Drogo.    "
